n,,q,,p,te,P
967,,15.86100725,,2.091652286,29.34925429,1069.776734
967,,17.5354784,,1.806472429,29.14134214,1150.344986
967,,19.01754128,,1.883006286,29.33831143,1238.649979
967,,20.99015859,,1.809205833,29.95840033,1338.378601
967,,22.42368619,,1.647937857,29.24347443,1440.186478
967,,24.07475622,,2.113519286,29.58269943,1552.918686
967,,25.66342381,,2.088919,25.16183229,1670.372773
967,,3.30247312,,2.974525571,28.87871657,600.3975295
967,,4.810537525,,3.364484,26.39106686,696.4941715
967,,6.355002849,,2.824191,28.80576514,790.8757175
967,,7.96447157,,3.031014714,27.963174,891.9841839
967,,9.511537296,,2.760412714,27.82821357,967.6037524
967,,10.98319981,,2.378654286,28.65986171,1067.720673
967,,12.47826332,,2.631945286,26.05913714,1173.948685
967,,14.2125372,,2.763146143,28.92248757,1281.986359
967,,15.90780908,,2.633767429,28.16379086,1399.639572
967,,17.43147382,,3.031014714,28.86412614,1522.893555
967,,19.09554489,,2.856991143,29.40032057,1653.287552
967,,20.66341147,,3.229638714,29.64106071,1792.641601
967,,22.38728472,,3.308905714,30.25020643,1947.40804
967,,23.96815179,,2.910747286,28.40088371,2104.638122
967,,25.49701664,,2.795946429,29.63011814,2273.476654
967,,3.299872995,,3.833709714,27.90846014,656.1083528
967,,4.792336374,,4.092467,29.65200343,784.5752561
967,,6.19119595,,4.076067,29.06474314,910.705734
967,,7.951470808,,3.953066,29.090276,1052.778137
967,,9.516737407,,4.368535714,29.09392371,1190.500837
967,,11.06900352,,3.497507143,27.901165,1338.048675
967,,12.71487316,,4.343935714,28.794822,1488.99591
967,,14.21513719,,4.326624429,28.99908643,1639.181071
967,,15.78300378,,3.87471,27.26283843,1803.035095
967,,17.40547298,,4.344846571,28.969906,1969.518127
967,,19.15274722,,4.50247,28.61973814,2149.88031
967,,20.819418,,3.755353286,30.12618886,2347.556396
967,,22.42368605,,4.035977714,28.291456,2553.448425
967,,1.651402815,,2.999125429,29.06474329,523.312805
967,,3.307673508,,4.853250429,26.31446757,732.8072891
967,,4.84693872,,5.532944429,28.73646086,892.9176788
967,,6.276999517,,5.227719857,30.23926386,1052.148102
967,,7.943670433,,5.592166857,27.24460043,1238.96164
967,,9.571339753,,5.461877286,27.97776429,1421.034317
967,,11.08200414,,5.542055429,31.41743229,1608.237976
967,,12.51206494,,5.856391143,28.28051329,1809.417236
967,,14.21513719,,5.641367429,29.54257614,2008.751831
967,,15.95721131,,5.819946429,29.75778343,2226.888031
967,,3.502681629,,6.506929143,29.27995029,802.1958235
967,,4.826138136,,7.039022143,30.72439186,1007.968475
967,,6.303000628,,7.253134714,30.04958957,1223.230225
967,,7.883867976,,7.314179714,31.26423371,1460.497223
967,,9.467335173,,6.995288286,29.45503386,1688.572327
967,,10.9675992,,6.938798857,27.72608114,1925.745026
967,,12.70967291,,6.987999571,29.16687529,2168.183227
967,,1.81000974,,3.970377143,30.07877043,505.3202285
967,,3.409077548,,8.748279143,29.84532529,874.7185515
967,,4.841738609,,7.552892571,29.396673,1123.529114
967,,6.336802251,,8.443054714,30.62590757,1383.102844
967,,8.050275138,,8.802035143,29.403968,1663.870483
967,,9.602541251,,8.278142429,30.50188957,1944.934344
967,,3.406477562,,9.106348429,28.80941243,953.3346255
967,,4.789736526,,10.42473586,25.28220243,1245.592407
967,,6.492808637,,10.19695643,30.888533,1551.040284
967,,7.995672654,,9.769642286,29.99852343,1884.410461
967,,3.357075466,,11.45156557,28.91519229,1019.142483
967,,4.924942051,,11.43425457,29.11580914,1380.2724
967,,6.490208789,,11.59552229,29.14498971,1727.793091
967,,3.578084835,,13.14533386,30.64779286,1059.180176
967,,5.187553281,,13.25284557,30.70250657,1503.637909
967,,6.477208303,,12.95582129,29.96569543,1908.176026
967,,3.611886458,,12.58135171,28.787527,1069.343948
967,,5.138151185,,14.90652443,30.99066529,1640.079644
1000,,8.0894576,,0.4366978,29.7081762,619.2325442
1000,,9.704376143,,0.490818143,29.429501,646.1391293
1000,,11.37638817,,0.287031667,29.33284017,678.146057
1000,,12.8194,,0.268961167,28.264707,713.3028184
1000,,14.49925425,,0.600608,30.38607875,745.7911834
1000,,16.2205166,,0.6879844,28.3344974,780.83934
1000,,17.757459,,0.607441429,29.48421486,821.040009
1000,,19.4654116,,0.43032,30.1167052,863.8958509
1000,,21.11044567,,0.498562833,30.26905233,911.1266788
1000,,22.666389,,0.618678333,30.213731,966.6204604
1000,,24.16497043,,0.536374143,28.25862786,1025.697983
1000,,25.90375517,,1.135282167,30.3796955,1089.605164
